"Time","T0104","","T0104","","T0104","","T0104","","T0104","","T0104","","T0104",""
"and","10.00","","400.00","","430.00","","500.00","","515.00","","550.00","","750.00",""
"Date","Pioggia (mm)","","Temp. aria (°C)","","Umidita' aria (%)","","Dir. Vento (°)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
"","Total","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Total","Qual"
00:00:00 08/09/2011,         0.2,      1,        11.2,      1,        73.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 09/09/2011,         0.0,      1,        12.7,      1,        75.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 10/09/2011,         0.2,      1,        13.3,      1,        89.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 11/09/2011,         0.2,      1,        12.7,      1,        82.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 12/09/2011,         3.6,      1,        11.9,      1,        86.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 13/09/2011,         0.0,      1,        13.4,      1,        79.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 14/09/2011,         0.4,      1,        12.7,      1,        84.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 15/09/2011,         0.2,      1,        12.3,      1,        88.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 16/09/2011,         0.2,      1,        12.3,      1,        87.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 17/09/2011,         4.4,      1,        11.5,      1,        95.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 18/09/2011,        80.7,      1,"",    255,       100.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 19/09/2011,        51.3,      1,"",    255,        98.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 20/09/2011,         0.0,      1,"",    255,        69.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 21/09/2011,         0.0,      1,"",    255,        62.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 22/09/2011,         0.0,      1,"",    255,        74.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 23/09/2011,         0.0,      1,"",    255,        91.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 24/09/2011,         0.0,      1,"",    255,        85.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 25/09/2011,         0.2,      1,"",    255,        85.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 26/09/2011,         0.0,      1,"",    255,        66.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 27/09/2011,         0.0,      1,"",    255,        71.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 28/09/2011,         0.0,      1,"",    255,        72.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 29/09/2011,         0.0,      1,"",    255,        76.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 30/09/2011,         0.0,      1,"",    255,        78.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 01/10/2011,         0.0,      1,"",    255,        65.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 02/10/2011,         0.0,      1,"",    255,        79.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 03/10/2011,         0.4,      1,"",    255,        86.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 04/10/2011,         0.0,      1,"",    255,        67.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 05/10/2011,         0.2,      1,"",    255,        67.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 06/10/2011,         0.2,      1,"",    255,        93.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 07/10/2011,        38.2,      1,"",    255,        80.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 08/10/2011,         0.4,      1,"",    255,        63.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 09/10/2011,         0.0,      1,"",    255,        59.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 10/10/2011,         1.0,      1,"",    255,        58.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 11/10/2011,         0.0,      1,"",    255,        39.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 12/10/2011,         0.0,      1,"",    255,        37.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 13/10/2011,         0.0,      1,"",    255,        51.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 14/10/2011,         0.0,      1,"",    255,        70.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 15/10/2011,         0.0,      1,"",    255,        63.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 16/10/2011,         0.0,      1,"",    255,        45.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 17/10/2011,         0.0,      1,"",    255,        54.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 18/10/2011,         0.0,      1,"",    255,        65.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 19/10/2011,         3.2,      1,"",    255,        97.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 20/10/2011,        15.4,      1,"",    255,        99.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 21/10/2011,         0.0,      1,"",    255,        89.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 22/10/2011,         0.0,      1,"",    255,        93.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 23/10/2011,         0.0,      1,"",    255,        90.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 24/10/2011,         0.2,      1,"",    255,        90.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 25/10/2011,        38.2,      1,"",    255,       100.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 26/10/2011,        19.4,      1,"",    255,       100.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 27/10/2011,         0.0,      1,"",    255,        88.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 28/10/2011,         0.0,      1,"",    255,        67.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 29/10/2011,         0.0,      1,"",    255,        49.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 30/10/2011,         0.0,      1,"",    255,        48.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 31/10/2011,         0.0,      1,"",    255,        48.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 01/11/2011,         0.0,      1,"",    255,        47.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 02/11/2011,         0.0,      1,"",    255,        49.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 03/11/2011,         0.0,    140,"",    255,        80.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 04/11/2011,         0.0,    140,"",    255,        96.6,    140,"",    151,"",    151,"",    255,"",    255
00:00:00 05/11/2011,         0.0,    140,"",    255,       100.0,    140,"",    151,"",    151,"",    255,"",    255
00:00:00 06/11/2011,         0.0,    140,"",    255,       100.0,    140,"",    151,"",    151,"",    255,"",    255
00:00:00 07/11/2011,         0.0,    140,"",    255,       100.0,    140,"",    151,"",    151,"",    255,"",    255
00:00:00 08/11/2011,         0.0,    140,"",    255,       100.0,    140,"",    151,"",    151,"",    255,"",    255
00:00:00 09/11/2011,         0.0,      1,"",    255,        89.8,    140,"",    151,"",    151,"",    255,"",    255
00:00:00 10/11/2011,         0.0,      1,"",    255,        61.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 11/11/2011,         0.0,      1,"",    255,        95.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 12/11/2011,         0.0,      1,"",    255,        59.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 13/11/2011,         0.0,      1,"",    255,        38.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 14/11/2011,         0.0,      1,"",    255,        38.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 15/11/2011,         0.0,      1,"",    255,        42.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 16/11/2011,         0.0,      1,"",    255,        52.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 17/11/2011,         0.0,      1,"",    255,        40.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 18/11/2011,         0.0,      1,"",    255,        34.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 19/11/2011,         0.0,      1,"",    255,        38.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 20/11/2011,         0.0,      1,"",    255,        53.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 21/11/2011,         0.0,      1,"",    255,        52.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 22/11/2011,         0.0,      1,"",    255,        60.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 23/11/2011,"",    255,"",    255,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 24/11/2011,         0.0,    140,         2.1,      1,        33.3,      1,          76,    145,         1.4,    145,"",    151,      5618.7,    145
00:00:00 25/11/2011,         0.4,    140,         2.5,      1,        27.3,      1,         293,    145,         1.7,    145,       801.9,    145,      4768.1,    145
00:00:00 26/11/2011,         0.4,    140,         3.2,      1,        26.4,      1,         284,    145,         1.8,    145,       802.2,    145,      5619.4,    145
00:00:00 27/11/2011,         0.0,    140,         4.9,      1,        31.5,      1,         286,    145,         2.2,    145,       801.1,    145,      5467.2,    145
00:00:00 28/11/2011,         0.0,    140,         2.7,      1,        45.0,      1,          81,    145,         2.5,    145,       800.3,    145,      4652.3,    145
00:00:00 29/11/2011,         0.0,    140,         2.0,      1,        47.4,      1,         275,    145,         1.2,    145,       799.2,    145,      4513.1,    145
00:00:00 30/11/2011,         0.0,    140,         1.8,      1,        37.1,      1,          82,    145,         2.0,    145,       800.5,    145,      4859.7,    145
00:00:00 01/12/2011,         0.0,    140,         0.2,      1,        43.0,      1,         284,    145,         1.5,    145,       799.3,    145,      4521.8,    145
00:00:00 02/12/2011,         0.2,    140,         0.1,      1,        85.4,      1,         264,    145,         2.8,    145,       794.6,    145,      3819.9,    145
00:00:00 03/12/2011,         1.0,    140,         0.2,      1,        99.5,      1,         262,    145,         2.0,    145,       791.3,    145,      1744.6,    145
00:00:00 04/12/2011,         0.2,    140,        -1.0,      1,        98.0,      1,         268,    145,         2.0,    145,       787.6,    145,      3892.7,    145
00:00:00 05/12/2011,         0.2,    140,        -1.7,      1,        82.7,      1,         270,    145,         2.9,    145,       781.6,    145,      1557.6,    145
00:00:00 06/12/2011,         0.2,    140,        -6.0,      1,        63.6,      1,         261,    145,         2.6,    145,       784.6,    145,      4792.9,    145
00:00:00 07/12/2011,         0.0,    140,        -4.6,      1,        70.2,      1,         260,    145,         3.5,    145,       785.9,    145,      2670.6,    145
00:00:00 08/12/2011,         0.2,    140,        -2.2,      1,        45.0,      1,         263,    145,         3.6,    145,       793.1,    145,      4507.2,    145
00:00:00 09/12/2011,         0.0,    140,        -2.3,      1,        60.8,      1,         263,    145,         1.9,    145,       792.9,    145,      3235.5,    145
00:00:00 10/12/2011,         0.2,    140,        -2.2,      1,        95.7,      1,         262,    145,         2.8,    145,       790.4,    145,      5159.1,    145
00:00:00 11/12/2011,         0.4,    140,        -2.2,      1,        92.1,      1,         259,    145,         1.5,    145,       791.9,    145,      2567.8,    145
00:00:00 12/12/2011,         0.0,    140,        -2.2,      1,        93.0,      1,         296,    145,         1.8,    145,       788.0,    145,       915.8,    145
00:00:00 13/12/2011,         0.2,    140,        -4.1,      1,        72.5,      1,         290,    145,         2.0,    145,       789.1,    145,      1298.5,    145
00:00:00 14/12/2011,         0.0,    140,        -2.1,      1,        93.3,      1,         269,    145,         2.4,    145,       788.5,    145,       479.4,    145
00:00:00 15/12/2011,         1.0,    140,        -3.3,      1,        91.6,      1,         261,    145,         2.5,    145,       786.3,    145,      1687.6,    145
00:00:00 16/12/2011,         0.4,    140,        -3.9,      1,        87.4,      1,         261,    145,         3.3,    145,       775.7,    145,       299.5,    145
00:00:00 17/12/2011,         0.2,    140,        -7.5,      1,        48.5,      1,         340,    145,         3.8,    145,       773.0,    145,      3738.8,    145
00:00:00 18/12/2011,         0.2,    140,        -9.3,      1,        53.3,      1,         277,    145,         1.8,    145,       781.5,    145,      3711.1,    145
00:00:00 19/12/2011,         0.2,    140,       -10.8,      1,        49.7,      1,          24,    145,         1.8,    145,       784.3,    145,      3888.1,    145
00:00:00 20/12/2011,         0.4,    140,       -10.8,      1,        45.5,      1,         284,    145,         2.3,    145,       782.6,    145,      3445.2,    145
00:00:00 21/12/2011,         0.6,    140,        -5.8,      1,        49.9,      1,          23,    145,         2.5,    145,       786.1,    145,      3361.4,    145
00:00:00 22/12/2011,         0.0,    140,        -2.1,      1,        59.3,      1,         338,    145,         3.2,    145,       791.4,    145,      1470.2,    145
00:00:00 23/12/2011,         2.0,    140,         1.9,      1,        52.6,      1,         296,    145,         3.0,    145,       795.4,    145,      4288.3,    145
00:00:00 24/12/2011,         0.2,    140,        -2.9,      1,        57.8,      1,           8,    145,         3.0,    145,       791.1,    145,      1641.8,    145
00:00:00 25/12/2011,         0.2,    140,        -6.7,      1,        48.5,      1,         276,    145,         1.4,    145,       799.6,    145,      4275.0,    145
00:00:00 26/12/2011,         0.8,    140,        -0.3,      1,        61.9,      1,         298,    145,         1.5,    145,       805.8,    145,      3993.3,    145
00:00:00 27/12/2011,         0.0,    140,         2.5,      1,        58.2,      1,           5,    145,         1.3,    145,       806.8,    145,      4268.5,    145
00:00:00 28/12/2011,         0.0,    140,         3.1,      1,        51.5,      1,         304,    145,         1.3,    145,       801.9,    145,      4361.3,    145
00:00:00 29/12/2011,         0.4,    140,        -3.5,      1,        82.1,      1,         292,    145,         1.7,    145,       792.5,    145,      1500.5,    145
00:00:00 30/12/2011,         0.2,    140,        -7.7,      1,        55.9,      1,         302,    145,         2.9,    145,       784.7,    145,      2866.8,    145
00:00:00 31/12/2011,         0.6,    140,        -5.5,      1,        52.7,      1,         274,    145,         2.8,    145,       787.6,    145,      4730.9,    145
00:00:00 01/01/2012,         0.8,    140,         2.1,      1,        65.3,      1,         278,    145,         2.3,    145,       794.1,    145,      3815.1,    145
00:00:00 02/01/2012,         0.0,    140,        -0.8,      1,        82.3,      1,         259,    145,         2.0,    145,       791.9,    145,      2854.4,    145
00:00:00 03/01/2012,         0.4,    140,        -3.6,      1,        81.4,      1,         294,    145,         1.9,    145,       795.0,    145,      2659.7,    145
00:00:00 04/01/2012,         1.0,    140,        -3.9,      1,        56.3,      1,         285,    145,         2.6,    145,       790.5,    145,      1065.1,    145
00:00:00 05/01/2012,         0.2,    140,        -5.6,      1,        57.8,      1,         261,    145,         3.5,    145,       779.1,    145,      2637.6,    145
00:00:00 06/01/2012,         0.0,    140,        -7.2,      1,        63.1,      1,          12,    145,         5.3,    145,       779.4,    145,      2149.9,    145
00:00:00 07/01/2012,         0.0,    140,        -5.5,      1,        52.8,      1,         247,    145,         3.6,    145,       788.7,    145,      3372.9,    145
00:00:00 08/01/2012,         0.2,    140,        -5.7,      1,        62.3,      1,         291,    145,         2.7,    145,       788.6,    145,      4149.5,    145
00:00:00 09/01/2012,         0.0,    140,        -5.1,      1,        50.7,      1,         336,    145,         3.5,    145,       793.8,    145,      4247.5,    145
00:00:00 10/01/2012,         0.4,    140,        -2.5,      1,        47.8,      1,         327,    145,         3.7,    145,       798.7,    145,      5320.3,    145
00:00:00 11/01/2012,         1.0,    140,         0.1,      1,        51.1,      1,         286,    145,         2.1,    145,       802.1,    145,      4913.4,    145
00:00:00 12/01/2012,         0.2,    140,         1.1,      1,        29.5,      1,         274,    145,         3.4,    145,       798.9,    145,      5132.8,    145
00:00:00 13/01/2012,         0.0,    140,        -3.3,      1,        37.4,      1,         272,    145,         3.9,    145,       790.9,    145,      4873.4,    145
00:00:00 14/01/2012,         0.0,    140,        -8.8,      1,        28.2,      1,          10,    145,         3.2,    145,       789.3,    145,      5194.1,    145
00:00:00 15/01/2012,         0.2,    140,        -8.3,      1,        19.1,      1,         262,    145,         2.1,    145,       787.8,    145,      5355.7,    145
00:00:00 16/01/2012,         0.2,    140,        -9.1,      1,        29.2,      1,         287,    145,         2.2,    145,       789.6,    145,      5458.0,    145
00:00:00 17/01/2012,         0.2,    140,        -4.4,      1,        43.6,      1,         284,    145,         2.1,    145,       794.2,    145,      3873.8,    145
00:00:00 18/01/2012,         0.4,    140,        -2.9,      1,        42.7,      1,         261,    145,         2.0,    145,       799.4,    145,      5626.5,    145
00:00:00 19/01/2012,         0.0,    140,        -1.6,      1,        47.9,      1,         260,    145,         3.5,    145,       796.1,    145,      4086.8,    145
00:00:00 20/01/2012,         0.0,    140,        -4.2,      1,        67.6,      1,         258,    145,         4.3,    145,       786.3,    145,      3302.6,    145
00:00:00 21/01/2012,         0.4,    140,        -5.8,      1,        92.1,      1,         257,    145,         3.5,    145,       786.0,    145,      6191.5,    145
00:00:00 22/01/2012,         1.0,    140,        -0.5,      1,        54.9,      1,         253,    145,         5.2,    145,       784.7,    145,      6015.5,    145
00:00:00 23/01/2012,         0.2,    140,        -2.7,      1,        49.7,      1,         255,    145,         2.7,    145,       787.3,    145,      5737.3,    145
00:00:00 24/01/2012,         0.2,    140,        -6.8,      1,        53.8,      1,         332,    145,         3.0,    145,       786.7,    145,      6588.9,    145
00:00:00 25/01/2012,         0.2,    140,        -8.8,      1,        34.8,      1,         357,    145,         2.1,    145,       788.3,    145,      7088.3,    145
00:00:00 26/01/2012,         0.2,    140,        -6.8,      1,        48.6,      1,         280,    145,         2.8,    145,       788.3,    145,      7404.6,    145
00:00:00 27/01/2012,         0.2,    140,        -3.2,      1,        57.7,      1,          72,    145,         1.9,    145,       792.9,    145,      7427.1,    145
00:00:00 28/01/2012,         0.0,    140,        -5.4,      1,        77.3,      1,          88,    145,         2.8,    145,       792.9,    145,      3845.8,    145
00:00:00 29/01/2012,         0.2,    140,        -7.1,      1,        80.4,      1,          79,    145,         3.1,    145,       790.0,    145,      7012.1,    145
00:00:00 30/01/2012,         0.2,    140,        -9.2,      1,        67.0,      1,          75,    145,         3.4,    145,       789.5,    145,      6664.6,    145
00:00:00 31/01/2012,         0.0,    140,       -12.5,      1,        82.4,      1,          77,    145,         3.9,    145,       785.1,    145,      3603.6,    145
00:00:00 01/02/2012,         0.0,    140,       -12.3,      1,        93.7,      1,          79,    145,         5.1,    145,       781.7,    145,      3713.5,    145
00:00:00 02/02/2012,         0.0,    140,       -14.3,      1,        91.2,      1,          74,    145,         3.9,    145,       781.9,    145,      4247.7,    145
00:00:00 03/02/2012,         0.2,    140,       -16.4,      1,        81.5,      1,          68,    145,         4.9,    145,       781.4,    145,      6385.5,    145
00:00:00 04/02/2012,         0.0,    140,       -15.7,      1,        73.9,      1,          68,    145,         5.8,    145,       782.4,    145,      4386.8,    145
00:00:00 05/02/2012,         0.2,    140,       -16.5,      1,        85.9,      1,          74,    145,         2.2,    145,       784.4,    145,      7481.6,    145
00:00:00 06/02/2012,         0.2,    140,       -13.0,      1,        66.0,      1,          73,    145,         4.0,    145,       782.6,    145,      8182.7,    145
00:00:00 07/02/2012,         0.0,    140,        -9.0,      1,        96.3,      1,          72,    145,         6.1,    145,       782.9,    145,      2342.3,    145
00:00:00 08/02/2012,         0.6,    140,        -5.5,      1,        43.2,      1,          70,    145,         3.4,    145,       792.1,    145,      9012.5,    145
00:00:00 09/02/2012,         0.0,    140,        -7.7,      1,        45.0,      1,         341,    145,         2.4,    145,       788.6,    145,      6773.9,    145
00:00:00 10/02/2012,         0.0,    140,       -15.6,      1,        52.3,      1,          72,    145,         6.9,    145,       784.7,    145,      6870.4,    145
00:00:00 11/02/2012,         0.0,    140,       -14.7,      1,        82.2,      1,          72,    145,         6.7,    145,       782.0,    145,      3987.3,    145
00:00:00 12/02/2012,         0.0,    140,       -12.8,      1,        91.6,      1,          69,    145,         4.6,    145,       784.0,    145,      4264.3,    145
00:00:00 13/02/2012,         0.0,    140,       -11.7,      1,        75.4,      1,           7,    145,         1.6,    145,       783.6,    145,      9539.0,    145
00:00:00 14/02/2012,         0.0,    140,"",    151,"",    151,"",    151,"",    151,"",    151,"",    151
00:00:00 15/02/2012,         0.0,    140,        -7.9,      1,        60.8,      1,         262,    145,         5.2,    145,       777.9,    145,      7093.6,    145
00:00:00 16/02/2012,         0.0,    140,        -6.2,      1,        41.6,      1,           0,    145,         3.6,    145,       785.3,    145,     10426.9,    145
00:00:00 17/02/2012,         0.0,    140,        -3.3,      1,        50.8,      1,         280,    145,         3.5,    145,       791.3,    145,      8162.4,    145
00:00:00 18/02/2012,         0.0,    140,        -2.8,      1,        46.6,      1,         267,    145,         1.8,    145,       791.3,    145,     10771.0,    145
00:00:00 19/02/2012,         0.4,    140,        -5.3,      1,        98.1,      1,         244,    145,         2.5,    145,       788.5,    145,      3830.3,    145
00:00:00 20/02/2012,         0.0,    140,        -8.4,      1,        97.8,      1,          75,    145,         5.0,    145,       793.6,    145,      6003.0,    145
00:00:00 21/02/2012,         0.0,    140,        -5.6,      1,        75.2,      1,         300,    145,         1.8,    145,       797.6,    145,     11792.2,    145
00:00:00 22/02/2012,         0.0,    140,        -1.3,      1,        34.9,      1,          72,    145,         1.7,    145,       798.9,    145,     11768.9,    145
00:00:00 23/02/2012,         0.0,    140,         1.9,      1,        43.2,      1,         284,    145,         1.6,    145,       797.2,    145,      8037.8,    145
00:00:00 24/02/2012,         0.0,    140,         5.3,      1,        51.0,      1,         291,    145,         2.2,    145,       800.0,    145,     12346.0,    145
00:00:00 25/02/2012,         0.0,    140,         5.3,      1,        48.5,      1,         268,    145,         3.2,    145,       795.1,    145,     11548.1,    145
00:00:00 26/02/2012,         0.0,    140,        -2.4,      1,        46.9,      1,         360,    145,         3.5,    145,       789.2,    145,     11715.7,    145
00:00:00 27/02/2012,         0.0,    140,        -4.3,      1,        39.1,      1,         288,    145,         2.6,    145,       791.8,    145,     12339.4,    145
00:00:00 28/02/2012,         0.0,    140,        -0.9,      1,        52.5,      1,         269,    145,         2.7,    145,       793.5,    145,     11994.8,    145
00:00:00 29/02/2012,         0.0,    140,         5.7,      1,        58.2,      1,         349,    145,         2.6,    145,       796.4,    145,      8978.3,    145
00:00:00 01/03/2012,         0.0,    140,         5.8,      1,        51.0,      1,         277,    145,         2.3,    145,       800.2,    145,     13335.7,    145
00:00:00 02/03/2012,         0.0,    140,         8.4,      1,        36.2,      1,         294,    145,         2.1,    145,       800.6,    145,     13802.4,    145
00:00:00 03/03/2012,         0.0,    140,         5.2,      1,        58.0,      1,          33,    145,         1.7,    145,       797.7,    145,     13522.6,    145
00:00:00 04/03/2012,         0.0,    140,        -0.1,      1,       100.0,    140,          58,    145,         1.6,    145,       793.9,    145,      3737.2,    145
00:00:00 05/03/2012,         0.0,    140,        -2.2,      1,        99.1,      1,         123,    145,         1.7,    145,       788.7,    145,      2022.3,    145
00:00:00 06/03/2012,         0.0,    140,        -4.6,      1,        97.5,      1,          75,    145,         2.4,    145,       790.9,    145,      8848.5,    145
00:00:00 07/03/2012,         0.0,    140,        -4.1,      1,        78.2,      1,         270,    145,         2.1,    145,       793.7,    145,     18045.5,    145
00:00:00 08/03/2012,         0.0,    140,        -3.8,      1,        80.2,      1,           9,    145,         2.2,    145,       791.8,    145,     11464.0,    145
00:00:00 09/03/2012,         0.0,    140,        -4.5,      1,        56.1,      1,          65,    145,         1.5,    145,       800.7,    145,     14715.8,    145
00:00:00 10/03/2012,         0.0,    140,        -2.1,      1,        43.6,      1,          56,    145,         2.0,    145,       800.7,    145,     15301.2,    145
00:00:00 11/03/2012,         0.0,    140,         0.3,      1,        53.2,      1,         350,    145,         2.3,    145,       796.2,    145,     15015.3,    145
00:00:00 12/03/2012,         0.0,    140,         2.0,      1,        46.1,      1,           6,    145,         2.5,    145,       796.3,    145,     14720.8,    145
00:00:00 13/03/2012,         0.0,    140,         2.9,      1,        35.3,      1,         334,    145,         1.8,    145,       799.3,    145,     16970.8,    145
00:00:00 14/03/2012,         0.0,    140,         4.3,      1,        25.5,      1,         293,    145,         2.1,    145,       800.9,    145,     17526.5,    145
00:00:00 15/03/2012,         0.0,    140,         5.9,      1,        19.7,      1,         279,    145,         2.1,    145,       802.4,    145,     17865.2,    145
00:00:00 16/03/2012,         0.0,    140,         5.5,      1,        34.9,      1,         317,    145,         1.7,    145,       802.5,    145,     17922.5,    145
00:00:00 17/03/2012,         0.0,    140,         1.8,      1,        63.3,      1,         262,    145,         2.9,    145,       799.5,    145,     15469.9,    145
00:00:00 18/03/2012,         0.0,    140,        -0.4,      1,        82.9,      1,         247,    145,         3.5,    145,       795.5,    145,      7168.3,    145
00:00:00 19/03/2012,         0.0,    140,        -1.4,      1,        97.6,      1,         248,    145,         2.1,    145,       796.2,    145,      5661.3,    145
00:00:00 20/03/2012,         0.0,    140,        -0.8,      1,        59.8,      1,         356,    145,         1.4,    145,       804.4,    145,     14466.2,    145
00:00:00 21/03/2012,         0.0,    140,         3.2,      1,        55.1,      1,         289,    145,         1.8,    145,       806.4,    145,     16380.2,    145
00:00:00 22/03/2012,         0.0,    140,         3.2,      1,        61.3,      1,          29,    145,         1.2,    145,       804.2,    145,     18219.2,    145
00:00:00 23/03/2012,         0.0,    140,         2.9,      1,        63.2,      1,         277,    145,         2.0,    145,       800.8,    145,     17765.1,    145
00:00:00 24/03/2012,         0.0,    140,         0.7,      1,        88.0,      1,          37,    145,         1.7,    145,       798.8,    145,      8230.4,    145
00:00:00 25/03/2012,         0.0,    140,         1.5,      1,        68.3,      1,          75,    145,         2.2,    145,       800.4,    145,     14334.6,    145
00:00:00 26/03/2012,         0.0,    140,         3.1,      1,        46.3,      1,          87,    145,         1.8,    145,       802.5,    145,     18777.2,    145
00:00:00 27/03/2012,         0.0,    140,         3.7,      1,        49.6,      1,         300,    145,         2.3,    145,       802.2,    145,     19943.9,    145
00:00:00 28/03/2012,        34.2,    140,         6.0,      1,        41.3,      1,         282,    145,         2.0,    145,       801.6,    145,     18961.2,    145
00:00:00 29/03/2012,         0.0,    140,         5.1,      1,        41.1,      1,         295,    145,         3.0,    145,       794.4,    145,     17759.9,    145
00:00:00 30/03/2012,         0.0,    140,         3.8,      1,        49.6,      1,         352,    145,         3.8,    145,       788.6,    145,     12194.7,    145
00:00:00 31/03/2012,         0.0,    140,         4.4,      1,        34.3,      1,         264,    145,         4.0,    145,       785.7,    145,     21101.1,    145
00:00:00 01/04/2012,         0.0,    140,         0.7,      1,        58.8,      1,         272,    145,         2.9,    145,       785.3,    145,     20439.9,    145
00:00:00 02/04/2012,         0.0,    140,         0.1,      1,        82.6,      1,         249,    145,         2.5,    145,       787.3,    145,     16921.5,    145
00:00:00 03/04/2012,         0.0,    140,         1.1,      1,        85.0,      1,         247,    145,         2.3,    145,       786.5,    145,     14083.1,    145
00:00:00 04/04/2012,         6.2,    140,         0.9,      1,        98.5,      1,          95,    145,         1.9,    145,       787.1,    145,      5112.6,    145
00:00:00 05/04/2012,        15.2,    140,         1.0,      1,       100.0,      1,          83,    145,         2.3,    145,       786.8,    145,      6721.6,    145
00:00:00 06/04/2012,         0.6,    140,         2.2,      1,        95.2,      1,         252,    145,         2.0,    145,       784.9,    145,     14235.2,    145
00:00:00 07/04/2012,         0.8,    140,         0.4,      1,        99.2,      1,         259,    145,         2.1,    145,       779.4,    145,      6525.7,    145
00:00:00 08/04/2012,         0.0,    140,        -5.1,      1,        56.9,      1,         331,    145,         2.2,    145,       778.8,    145,     17799.0,    145
00:00:00 09/04/2012,         0.0,    140,        -3.8,      1,        42.8,      1,         264,    145,         3.0,    145,       783.4,    145,     18515.3,    145
00:00:00 10/04/2012,         0.2,    140,        -0.1,      1,        66.4,      1,         229,    145,         2.3,    145,       784.3,    145,     17757.9,    145
