"Time","T0104","","T0104","","T0104","","T0104","","T0104","","T0104","","T0104",""
"and","10.00","","400.00","","430.00","","500.00","","515.00","","550.00","","750.00",""
"Date","Pioggia (mm)","","Temp. aria (°C)","","Umidita' aria (%)","","Dir. Vento (°)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
"","Total","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Total","Qual"
00:00:00 05/04/2016,         0.0,      1,         5.6,      1,        77.8,    145,         257,    145,         2.6,    145,       791.6,    145,     11962.5,    145
00:00:00 06/04/2016,         0.0,      1,         5.9,      1,        69.9,    145,         257,    145,         2.5,    145,       791.1,    145,     14662.0,    145
00:00:00 07/04/2016,         5.4,      1,         2.7,      1,        98.5,    145,          84,    145,         2.6,    145,       788.5,    145,      9347.9,    145
00:00:00 08/04/2016,        16.2,      1,         1.0,      1,        99.8,    145,          81,    145,         1.7,    145,       783.1,    145,      7213.3,    145
00:00:00 09/04/2016,        17.0,      1,         0.3,      1,       100.0,    145,         323,    145,         1.0,    145,       781.3,    145,      9699.3,    145
00:00:00 10/04/2016,         0.0,      1,         2.1,      1,        88.2,    145,         269,    145,         1.8,    145,       786.9,    145,     16544.5,    145
00:00:00 11/04/2016,         0.0,      1,         3.1,      1,        86.1,    145,         264,    145,         2.2,    145,       790.7,    145,     22921.0,    145
00:00:00 12/04/2016,         0.0,      1,         3.1,      1,        76.2,    145,         265,    145,         2.3,    145,       791.0,    145,     21826.1,    145
00:00:00 13/04/2016,         0.2,      1,         3.1,      1,        82.8,    145,         257,    145,         2.6,    145,       788.0,    145,     19122.3,    145
00:00:00 14/04/2016,         4.0,      1,         1.7,      1,        69.2,    145,         300,    145,         1.9,    145,       787.6,    145,     21612.0,    145
00:00:00 15/04/2016,         0.0,      1,         2.6,      1,        89.3,    145,         245,    145,         3.2,    145,       790.5,    145,     16800.5,    145
00:00:00 16/04/2016,         0.2,      1,         3.2,      1,        91.5,    145,         236,    145,         4.0,    145,       790.5,    145,     14501.9,    145
00:00:00 17/04/2016,         6.0,      1,         3.3,      1,        96.6,    145,         235,    145,         5.4,    145,       789.9,    145,      5057.4,    145
00:00:00 18/04/2016,         7.6,      1,         2.5,      1,        93.3,    145,         239,    145,         3.4,    145,       791.3,    145,     15437.7,    145
00:00:00 19/04/2016,        10.0,      1,         1.9,      1,        70.0,    145,          19,    145,         2.1,    145,       794.9,    145,     22657.8,    145
00:00:00 20/04/2016,         0.0,      1,         4.3,      1,        40.8,    145,         280,    145,         2.3,    145,       799.7,    145,     28919.5,    145
00:00:00 21/04/2016,         0.0,      1,         4.3,      1,        84.8,    145,         256,    145,         2.4,    145,       799.9,    145,     26899.8,    145
00:00:00 22/04/2016,         0.0,      1,         3.7,      1,        95.3,    145,         247,    145,         2.0,    145,       793.1,    145,     21049.8,    145
00:00:00 23/04/2016,        13.4,      1,         0.7,      1,       100.0,    145,         179,    145,         1.3,    145,       784.4,    145,      4048.6,    145
00:00:00 24/04/2016,         0.0,      1,        -1.7,      1,        72.0,    145,         306,    145,         2.4,    145,       780.1,    145,     17276.0,    145
00:00:00 25/04/2016,         0.0,      1,        -4.7,      1,        39.7,    145,         328,    145,         2.5,    145,       781.8,    145,     27027.1,    145
00:00:00 26/04/2016,         0.2,      1,        -3.5,      1,        90.1,    145,         240,    145,         2.8,    145,       781.6,    145,      8275.9,    145
00:00:00 27/04/2016,         6.8,      1,        -3.8,      1,        88.6,    145,         248,    145,         3.0,    145,       781.7,    145,     12849.3,    145
00:00:00 28/04/2016,         0.0,      1,        -3.0,      1,        75.9,    145,         122,    145,         2.0,    145,       787.5,    145,     16265.5,    145
00:00:00 29/04/2016,         0.0,      1,        -0.6,      1,        86.9,    145,         144,    145,         1.7,    145,       792.6,    145,     21303.8,    145
00:00:00 30/04/2016,         0.0,      1,         1.4,      1,        75.3,    145,          83,    145,         2.0,    145,       792.6,    145,     29423.3,    145
00:00:00 01/05/2016,         9.4,      1,        -1.2,      1,        99.9,    145,          73,    145,         4.2,    145,       788.2,    145,      8482.5,    145
00:00:00 02/05/2016,         1.4,      1,         2.0,      1,        83.9,    145,          65,    145,         4.4,    145,       791.2,    145,     15214.2,    145
00:00:00 03/05/2016,         0.0,      1,         3.0,      1,        59.2,    145,         344,    145,         2.0,    145,       792.8,    145,     28335.6,    145
00:00:00 04/05/2016,         0.2,      1,         1.2,      1,        65.9,    145,          93,    145,         2.6,    145,       795.2,    145,     19805.5,    145
00:00:00 05/05/2016,         0.0,      1,         1.4,      1,        77.5,    145,          74,    145,         2.9,    145,       797.5,    145,     21839.2,    145
00:00:00 06/05/2016,         0.0,      1,         3.7,      1,        76.9,    145,          84,    145,         1.4,    145,       796.3,    145,     16112.6,    145
00:00:00 07/05/2016,         0.0,      1,         4.5,      1,        67.3,    145,          63,    145,         1.8,    145,       793.7,    145,     26465.0,    145
00:00:00 08/05/2016,         1.0,      1,         4.4,      1,        73.8,    145,         269,    145,         1.8,    145,       794.0,    145,     26663.4,    145
00:00:00 09/05/2016,         1.2,      1,         3.2,      1,        93.9,    145,         264,    145,         1.3,    145,       795.8,    145,      7986.4,    145
00:00:00 10/05/2016,         1.4,      1,         4.6,      1,        99.0,    145,         258,    145,         1.9,    145,       793.6,    145,      8302.4,    145
00:00:00 11/05/2016,         8.4,      1,         3.5,      1,        99.5,    145,          77,    145,         2.3,    145,       788.3,    145,      5706.4,    145
00:00:00 12/05/2016,        30.8,      1,         2.1,      1,        99.9,    145,         303,    145,         2.1,    145,       780.4,    145,      9589.9,    145
00:00:00 13/05/2016,         3.2,      1,         1.9,      1,        99.3,    145,         264,    145,         1.9,    145,       778.9,    145,     10749.4,    145
00:00:00 14/05/2016,         0.6,      1,         4.4,      1,        89.9,    145,         243,    145,         1.9,    145,       784.4,    145,     15194.9,    145
00:00:00 15/05/2016,         0.2,      1,         2.5,      1,        69.3,    145,         301,    145,         2.3,    145,       789.2,    145,     30328.2,    145
00:00:00 16/05/2016,         0.0,      1,         0.1,      1,        67.1,    145,         260,    145,         2.1,    145,       792.2,    145,     22148.4,    145
00:00:00 17/05/2016,         0.0,      1,         1.2,      1,        73.9,    145,         256,    145,         2.0,    145,       792.8,    145,     20206.8,    145
00:00:00 18/05/2016,         0.0,      1,         2.7,      1,        86.4,    145,         259,    145,         1.9,    145,       792.3,    145,     19388.9,    145
00:00:00 19/05/2016,        11.8,      1,         0.9,      1,        98.6,    145,          76,    145,         2.7,    145,       788.4,    145,      5962.9,    145
00:00:00 20/05/2016,         0.0,      1,         6.0,      1,        68.9,    145,          89,    145,         2.7,    145,       795.4,    145,     23344.5,    145
00:00:00 21/05/2016,         0.0,      1,         8.5,      1,        80.0,    145,         214,    145,         1.8,    145,       799.0,    145,     29924.9,    145
00:00:00 22/05/2016,         0.0,      1,         9.9,      1,        82.3,    145,         271,    145,         2.1,    145,       797.6,    145,     30745.3,    145
00:00:00 23/05/2016,        22.6,      1,         2.4,      1,        99.8,    145,         115,    145,         2.0,    145,       789.5,    145,      3150.5,    145
00:00:00 24/05/2016,         1.6,      1,         4.1,      1,        74.9,    145,         312,    145,         2.4,    145,       788.3,    145,     22156.7,    145
00:00:00 25/05/2016,         0.0,      1,         7.9,      1,        73.4,    145,         269,    145,         1.8,    145,       793.3,    145,     26373.8,    145
00:00:00 26/05/2016,         3.6,      1,         8.5,      1,        86.6,    145,          78,    145,         2.1,    145,       796.6,    145,     13245.4,    145
00:00:00 27/05/2016,         0.2,      1,        10.5,      1,        85.6,    145,         259,    145,         1.4,    145,       798.1,    145,     22427.6,    145
00:00:00 28/05/2016,         0.0,      1,        10.5,      1,        89.7,    145,         157,    145,         2.2,    145,       796.4,    145,     20829.2,    145
00:00:00 29/05/2016,        16.4,      1,         6.5,      1,        99.9,    145,          96,    145,         2.0,    145,       790.8,    145,      5252.9,    145
00:00:00 30/05/2016,        14.6,      1,         4.6,      1,       100.0,    145,         249,    145,         1.8,    145,       789.3,    145,      7898.0,    145
00:00:00 31/05/2016,        17.0,      1,         4.1,      1,       100.0,    145,         258,    145,         1.7,    145,       791.8,    145,     13725.8,    145
00:00:00 01/06/2016,        13.4,      1,         4.4,      1,        99.9,    145,         262,    145,         1.6,    145,       792.3,    145,     10794.9,    145
00:00:00 02/06/2016,         5.8,      1,         5.1,      1,        99.7,    145,         245,    145,         1.2,    145,       791.3,    145,     13238.8,    145
00:00:00 03/06/2016,         5.0,      1,         5.6,      1,        98.5,    145,         269,    145,         1.4,    145,       791.5,    145,      9888.4,    145
00:00:00 04/06/2016,        13.0,      1,         6.3,      1,        99.5,    145,         103,    145,         1.6,    145,       793.0,    145,     11550.5,    145
00:00:00 05/06/2016,         4.2,      1,         7.3,      1,        97.3,    145,          95,    145,         1.7,    145,       795.4,    145,     13307.4,    145
00:00:00 06/06/2016,        11.6,      1,         7.9,      1,        92.6,    145,          84,    145,         2.0,    145,       799.2,    145,     19129.0,    145
00:00:00 07/06/2016,         4.2,      1,         8.9,      1,        87.3,    145,         280,    145,         1.5,    145,       801.4,    145,     12563.1,    145
00:00:00 08/06/2016,        21.0,      1,         7.9,      1,        96.8,    145,         289,    145,         1.6,    145,       798.1,    145,     11034.8,    145
00:00:00 09/06/2016,         9.0,      1,         6.4,      1,        99.8,    145,          76,    145,         2.4,    145,       793.2,    145,      9186.5,    145
00:00:00 10/06/2016,         0.0,      1,         8.2,      1,        89.8,    145,         245,    145,         1.5,    145,       793.1,    145,     20430.8,    145
00:00:00 11/06/2016,        21.6,      1,         7.1,      1,        98.4,    145,         249,    145,         1.4,    145,       792.3,    145,     10525.8,    145
00:00:00 12/06/2016,        13.2,      1,         6.6,      1,        92.2,    145,          92,    145,         1.6,    145,       790.8,    145,     15267.5,    145
00:00:00 13/06/2016,         6.2,      1,         6.5,      1,        97.1,    145,         238,    145,         1.9,    145,       787.1,    145,     15399.2,    145
00:00:00 14/06/2016,        14.0,      1,         6.1,      1,        99.3,    145,          91,    145,         1.7,    145,       784.6,    145,     12725.2,    145
00:00:00 15/06/2016,        11.4,      1,         6.8,      1,        93.0,    145,         236,    145,         2.6,    145,       785.5,    145,     25156.6,    145
00:00:00 16/06/2016,         6.6,      1,         7.8,      1,        99.7,    145,         221,    145,         3.0,    145,       788.6,    145,      8761.5,    145
00:00:00 17/06/2016,         5.4,      1,         7.0,      1,        90.6,    145,         256,    145,         3.2,    145,       791.2,    145,     21382.1,    145
00:00:00 18/06/2016,        15.4,      1,         5.6,      1,        92.0,    145,          80,    145,         2.1,    145,       796.9,    145,     15222.2,    145
00:00:00 19/06/2016,         3.8,      1,         5.3,      1,        88.0,    145,          69,    145,         2.5,    145,       796.6,    145,     14465.9,    145
00:00:00 20/06/2016,         3.8,      1,         6.8,      1,        87.4,    145,         232,    145,         1.4,    145,       798.5,    145,     14669.3,    145
00:00:00 21/06/2016,         0.0,      1,        10.2,      1,        88.9,    145,         149,    145,         2.1,    145,       802.6,    145,     19979.4,    145
00:00:00 22/06/2016,         0.0,      1,        13.9,      1,        84.5,    145,         101,    145,         1.8,    145,       805.7,    145,     24642.8,    145
00:00:00 23/06/2016,         0.0,      1,        15.9,      1,        79.7,    145,          82,    145,         2.2,    145,       806.0,    145,     31698.9,    145
00:00:00 24/06/2016,         0.0,      1,        16.6,      1,        81.4,    145,          53,    145,         2.0,    145,       803.0,    145,     32166.9,    145
00:00:00 25/06/2016,         3.0,      1,        14.1,      1,        85.8,    145,          82,    145,         2.2,    145,       798.4,    145,     17489.8,    145
00:00:00 26/06/2016,         9.8,      1,        11.8,      1,        88.9,    145,          85,    145,         2.1,    145,       797.3,    145,     18245.8,    145
00:00:00 27/06/2016,         6.0,      1,         9.4,      1,        76.9,    145,          17,    145,         2.5,    145,       797.6,    145,     20788.6,    145
00:00:00 28/06/2016,         0.0,      1,        10.6,      1,        67.7,    145,         219,    145,         1.9,    145,       799.2,    145,     31453.8,    145
00:00:00 29/06/2016,         0.0,      1,        11.9,      1,        92.2,    145,         134,    145,         1.7,    145,       799.1,    145,     27460.5,    145
00:00:00 30/06/2016,        13.2,      1,        11.9,      1,        93.1,    145,         132,    145,         2.4,    145,       798.9,    145,     20928.7,    145
00:00:00 01/07/2016,         5.0,      1,        11.7,      1,        94.8,    145,         105,    145,         1.9,    145,       800.7,    145,     21807.0,    145
00:00:00 02/07/2016,         1.8,      1,        12.3,      1,        95.7,    145,         237,    145,         1.4,    145,       799.0,    145,     17743.2,    145
00:00:00 03/07/2016,         6.8,      1,        12.0,      1,        95.6,    145,         138,    145,         1.5,    145,       798.6,    145,     18230.4,    145
00:00:00 04/07/2016,         0.2,      1,         9.6,      1,       100.0,    145,         103,    145,         2.0,    145,       801.2,    145,      9986.6,    145
00:00:00 05/07/2016,         6.0,      1,        11.7,      1,        92.3,    145,         257,    145,         1.7,    145,       799.4,    145,     21803.3,    145
00:00:00 06/07/2016,         0.0,      1,        12.6,      1,        71.0,    145,         263,    145,         2.0,    145,       799.0,    145,     27576.9,    145
00:00:00 07/07/2016,         0.0,      1,        13.0,      1,        70.7,    145,         253,    145,         1.8,    145,       801.2,    145,     31010.2,    145
00:00:00 08/07/2016,         3.2,      1,        13.1,      1,        92.5,    145,         252,    145,         1.8,    145,       801.8,    145,     20787.0,    145
00:00:00 09/07/2016,         0.8,      1,        14.6,      1,        79.5,    145,         224,    145,         2.0,    145,       802.2,    145,     28651.1,    145
00:00:00 10/07/2016,        14.4,      1,        13.9,      1,        87.6,    145,          82,    145,         1.8,    145,       802.0,    145,     16667.6,    145
00:00:00 11/07/2016,         0.0,      1,        15.3,      1,        94.0,    145,         263,    145,         2.2,    145,       800.4,    145,     24212.8,    145
00:00:00 12/07/2016,        20.4,      1,        12.8,      1,        98.8,    145,         259,    145,         2.8,    145,       797.3,    145,      9828.4,    145
00:00:00 13/07/2016,        26.8,      1,        10.5,      1,        98.0,    145,         258,    145,         2.6,    145,       792.9,    145,     11540.4,    145
00:00:00 14/07/2016,         2.2,      1,         5.7,      1,        70.1,    145,          58,    145,         3.0,    145,       792.6,    145,     22634.6,    145
00:00:00 15/07/2016,         0.0,      1,         5.9,      1,        56.0,    145,          70,    145,         3.3,    145,       797.4,    145,     27218.4,    145
00:00:00 16/07/2016,         0.0,      1,         7.0,      1,        58.2,    145,         113,    145,         2.8,    145,       799.1,    145,     32099.3,    145
00:00:00 17/07/2016,         0.0,      1,        11.1,      1,        55.0,    145,         349,    145,         2.4,    145,       801.2,    145,     31629.9,    145
00:00:00 18/07/2016,         0.6,      1,        13.9,      1,        65.8,    145,         289,    145,         1.9,    145,       803.3,    145,     28382.0,    145
00:00:00 19/07/2016,         0.0,      1,        14.8,      1,        70.4,    145,          81,    145,         1.7,    145,       803.6,    145,     28999.0,    145
00:00:00 20/07/2016,         0.0,      1,        15.1,      1,        83.6,    145,         263,    145,         2.2,    145,       802.0,    145,     28943.0,    145
00:00:00 21/07/2016,        15.6,      1,        14.7,      1,        85.4,    145,         263,    145,         1.8,    145,       800.8,    145,     18010.8,    145
00:00:00 22/07/2016,         4.2,      1,        12.8,      1,        96.6,    145,         272,    145,         1.7,    145,       799.9,    145,     12295.6,    145
00:00:00 23/07/2016,         4.4,      1,        11.4,      1,        86.0,    145,         289,    145,         1.2,    145,       800.8,    145,      7796.3,    145
00:00:00 24/07/2016,         1.2,      1,        13.4,      1,        79.4,    145,         297,    145,         1.5,    145,       801.3,    145,     19076.2,    145
00:00:00 25/07/2016,         3.6,      1,        12.7,      1,        85.6,    145,          13,    145,         1.5,    145,       800.8,    145,     12763.8,    145
00:00:00 26/07/2016,         0.4,      1,        12.7,      1,        91.8,    145,          65,    145,         1.4,    145,       801.1,    145,     14739.1,    145
00:00:00 27/07/2016,         2.4,      1,        11.9,      1,        96.6,    145,         289,    145,         1.3,    145,       800.0,    145,     10312.4,    145
00:00:00 28/07/2016,         7.0,      1,        10.8,      1,        96.5,    145,          82,    145,         1.9,    145,       799.0,    145,     13729.8,    145
00:00:00 29/07/2016,         0.2,      1,        12.5,      1,        91.9,    145,         269,    145,         1.4,    145,       799.4,    145,     14115.3,    145
00:00:00 30/07/2016,        17.2,      1,        14.0,      1,        91.4,    145,         238,    145,         1.9,    145,       800.0,    145,     25179.6,    145
00:00:00 31/07/2016,        20.6,      1,         9.9,      1,        95.2,    145,          78,    145,         2.4,    145,       798.0,    145,      6319.5,    145
00:00:00 01/08/2016,        11.4,      1,         9.3,      1,        99.6,    145,          84,    145,         2.8,    145,       798.0,    145,     12271.6,    145
00:00:00 02/08/2016,         0.0,      1,        10.6,      1,        93.4,    145,         257,    145,         2.2,    145,       800.0,    145,     19319.2,    145
00:00:00 03/08/2016,         0.0,      1,        13.2,      1,        87.5,    145,         236,    145,         1.4,    145,       800.3,    145,     21300.3,    145
00:00:00 04/08/2016,         0.2,      1,        13.9,      1,        93.5,    145,          96,    145,         1.7,    145,       799.1,    145,     26798.7,    145
00:00:00 05/08/2016,        44.2,      1,         7.5,      1,        99.7,    145,         111,    145,         2.9,    145,       795.3,    145,      4301.6,    145
00:00:00 06/08/2016,         0.0,      1,         8.5,      1,        75.7,    145,          92,    145,         2.6,    145,       801.2,    145,     20299.9,    145
00:00:00 07/08/2016,         0.0,      1,        10.8,      1,        67.1,    145,          92,    145,         2.2,    145,       805.0,    145,     29463.3,    145
00:00:00 08/08/2016,         0.0,      1,        12.2,      1,        88.4,    145,         290,    145,         1.5,    145,       803.0,    145,     23613.3,    145
00:00:00 09/08/2016,         8.0,      1,        11.8,      1,        87.2,    145,         263,    145,         2.1,    145,       799.1,    145,     13424.3,    145
00:00:00 10/08/2016,        33.0,      1,         6.3,      1,        92.8,    145,          93,    145,         2.7,    145,       794.8,    145,     14880.3,    145
00:00:00 11/08/2016,         0.2,      1,         5.6,      1,        68.2,    145,         341,    145,         2.1,    145,       798.5,    145,     21223.2,    145
00:00:00 12/08/2016,         0.0,      1,         7.0,      1,        87.2,    145,         274,    145,         2.0,    145,       802.7,    145,     10031.7,    145
00:00:00 13/08/2016,         0.0,      1,        11.4,      1,        84.7,    145,         267,    145,         1.8,    145,       805.2,    145,     22311.0,    145
00:00:00 14/08/2016,         0.0,      1,        13.6,      1,        83.4,    145,           2,    145,         2.0,    145,       804.8,    145,     21756.2,    145
00:00:00 15/08/2016,         3.2,      1,        12.6,      1,        89.6,    145,         149,    145,         2.0,    145,       802.8,    145,     22573.3,    145
00:00:00 16/08/2016,         5.0,      1,        12.0,      1,        82.7,    145,         267,    145,         1.9,    145,       799.2,    145,     22375.4,    145
00:00:00 17/08/2016,         0.0,      1,        11.8,      1,        76.5,    145,         262,    145,         1.7,    145,       795.2,    145,     20709.5,    145
00:00:00 18/08/2016,        10.0,      1,        10.7,      1,        92.9,    145,         246,    145,         1.8,    145,       794.3,    145,     16680.3,    145
00:00:00 19/08/2016,         0.4,      1,        10.2,      1,        99.2,    145,         130,    145,         1.6,    145,       796.0,    145,     13729.7,    145
00:00:00 20/08/2016,        25.0,      1,        11.7,      1,        96.3,    145,          81,    145,         1.8,    145,       799.1,    145,     13961.4,    145
00:00:00 21/08/2016,         0.4,      1,        10.7,      1,        92.7,    145,         247,    145,         2.0,    145,       798.5,    145,     15328.5,    145
00:00:00 22/08/2016,         0.0,      1,         8.9,      1,        58.8,    145,         356,    145,         2.1,    145,       803.3,    145,     25551.7,    145
00:00:00 23/08/2016,         0.0,      1,        12.4,      1,        65.5,    145,          81,    145,         1.8,    145,       805.7,    145,     26878.1,    145
00:00:00 24/08/2016,         0.0,      1,        13.9,      1,        83.6,    145,          97,    145,         1.9,    145,       805.3,    145,     26688.3,    145
00:00:00 25/08/2016,         0.0,      1,        15.1,      1,        78.2,    145,         116,    145,         1.9,    145,       803.8,    145,     26590.4,    145
00:00:00 26/08/2016,         0.2,      1,        14.0,      1,        94.2,    145,          92,    145,         2.5,    145,       803.7,    145,     25997.5,    145
00:00:00 27/08/2016,         0.0,      1,        15.3,      1,        88.5,    145,         327,    145,         1.8,    145,       804.4,    145,     26003.9,    145
00:00:00 28/08/2016,         1.4,      1,        14.8,      1,        82.8,    145,          29,    145,         2.1,    145,       802.9,    145,     25156.5,    145
00:00:00 29/08/2016,         9.4,      1,        13.1,      1,        80.7,    145,          99,    145,         2.0,    145,       801.2,    145,     14137.5,    145
00:00:00 30/08/2016,         0.6,      1,        10.7,      1,        94.4,    145,          86,    145,         1.4,    145,       802.7,    145,      8492.5,    145
00:00:00 31/08/2016,         6.6,      1,        11.2,      1,        97.8,    145,         259,    145,         1.3,    145,       802.9,    145,     13087.7,    145
00:00:00 01/09/2016,         0.4,      1,        12.0,      1,        90.8,    145,         227,    145,         1.3,    145,       803.2,    145,     12843.7,    145
00:00:00 02/09/2016,         0.0,      1,        12.4,      1,        91.7,    145,         265,    145,         1.5,    145,       802.9,    145,     15957.7,    145
00:00:00 03/09/2016,         0.2,      1,        12.9,      1,        87.6,    145,         267,    145,         1.7,    145,       802.3,    145,     22127.4,    145
00:00:00 04/09/2016,         3.2,      1,        12.6,      1,        91.1,    145,         260,    145,         2.0,    145,       800.1,    145,     18731.9,    145
00:00:00 05/09/2016,         0.0,      1,         9.6,      1,        62.6,    145,         293,    145,         2.4,    145,       797.3,    145,     19881.8,    145
00:00:00 06/09/2016,         0.0,      1,         8.4,      1,        63.6,    145,          59,    145,         3.1,    145,       799.7,    145,     15219.0,    145
00:00:00 07/09/2016,         0.0,      1,        10.0,      1,        74.1,    145,          76,    145,         3.1,    145,       801.8,    145,     19307.6,    145
00:00:00 08/09/2016,         0.0,      1,        11.1,      1,        82.2,    145,          86,    145,         2.4,    145,       798.8,    145,     21278.4,    145
00:00:00 09/09/2016,         0.0,      1,        12.5,      1,        77.1,    145,          86,    145,         1.7,    145,       799.8,    145,     20050.1,    145
00:00:00 10/09/2016,         0.0,      1,        12.0,      1,        85.9,    145,          81,    145,         1.5,    145,       800.1,    145,     14173.2,    145
00:00:00 11/09/2016,         0.4,      1,        11.5,      1,        85.3,    145,          73,    145,         2.0,    145,       801.1,    145,     13452.5,    145
00:00:00 12/09/2016,         9.2,      1,        11.9,      1,        84.0,    145,          67,    145,         2.0,    145,       802.8,    145,     13771.2,    145
00:00:00 13/09/2016,         0.0,      1,        12.3,      1,        81.4,    145,         326,    145,         1.2,    145,       800.8,    145,     17551.3,    145
00:00:00 14/09/2016,         0.2,      1,        11.6,      1,        86.2,    145,         273,    145,         1.4,    145,       798.8,    145,     15601.7,    145
00:00:00 15/09/2016,         4.0,      1,         8.7,      1,        99.4,    145,         330,    145,         1.4,    145,       798.5,    145,      4166.7,    145
00:00:00 16/09/2016,        14.0,      1,         7.3,      1,        89.4,    145,         207,    145,         1.9,    145,       796.1,    145,      6289.0,    145
00:00:00 17/09/2016,        50.2,      1,         5.6,      1,        95.4,    145,         261,    145,         1.8,    145,       792.2,    145,     11802.7,    145
00:00:00 18/09/2016,         3.2,      1,         5.5,      1,        99.7,    145,         249,    145,         1.3,    145,       791.4,    145,      5508.6,    145
00:00:00 19/09/2016,         0.2,      1,         6.5,      1,        83.2,    145,         300,    145,         1.8,    145,       792.1,    145,     12783.7,    145
00:00:00 20/09/2016,         0.0,      1,         6.4,      1,        85.7,    145,         280,    145,         1.5,    145,       793.6,    145,      8855.2,    145
00:00:00 21/09/2016,         8.8,      1,         5.3,      1,        99.8,    145,         245,    145,         1.3,    145,       794.6,    145,      8255.1,    145
00:00:00 22/09/2016,         0.2,      1,         5.9,      1,        95.0,    145,         241,    145,         1.7,    145,       798.7,    145,     15173.8,    145
00:00:00 23/09/2016,         1.6,      1,         6.5,      1,        95.5,    145,         136,    145,         1.8,    145,       802.1,    145,     12721.0,    145
00:00:00 24/09/2016,         1.6,      1,         7.5,      1,        90.9,    145,         252,    145,         1.4,    145,       803.5,    145,     17374.7,    145
00:00:00 25/09/2016,         0.2,      1,         7.7,      1,        87.9,    145,         283,    145,         1.8,    145,       800.4,    145,     19317.0,    145
00:00:00 26/09/2016,         0.0,      1,         7.4,      1,        87.4,    145,          81,    145,         1.5,    145,       800.0,    145,     10768.0,    145
00:00:00 27/09/2016,         0.0,      1,         7.2,      1,        91.0,    145,         270,    145,         1.7,    145,       802.7,    145,     16129.7,    145
00:00:00 28/09/2016,         0.4,      1,         8.2,      1,        88.3,    145,         267,    145,         2.0,    145,       806.7,    145,     18106.8,    145
00:00:00 29/09/2016,         0.0,      1,        10.1,      1,        80.9,    145,         261,    145,         2.0,    145,       804.6,    145,     18595.2,    145
00:00:00 30/09/2016,         0.0,      1,         8.1,      1,        91.7,    145,         251,    145,         1.3,    145,       799.4,    145,     16738.5,    145
00:00:00 01/10/2016,         0.2,      1,         7.0,      1,        91.8,    145,         261,    145,         1.2,    145,       796.2,    145,     12757.7,    145
00:00:00 02/10/2016,         7.4,      1,         6.4,      1,       100.0,    145,         260,    145,         1.4,    145,       794.0,    145,      4594.7,    145
00:00:00 03/10/2016,         1.2,      1,         3.3,      1,        67.1,    145,         304,    145,         1.8,    145,       797.7,    145,     15527.9,    145
00:00:00 04/10/2016,         0.0,      1,         3.3,      1,        60.7,    145,          41,    145,         2.0,    145,       798.8,    145,     16048.0,    145
00:00:00 05/10/2016,         0.0,      1,         1.8,      1,        74.1,    145,         344,    145,         2.7,    145,       795.3,    145,     17239.8,    145
00:00:00 06/10/2016,         0.0,      1,        -0.6,      1,        70.2,    145,         258,    145,         1.7,    145,       790.8,    145,     16525.3,    145
00:00:00 07/10/2016,         0.0,      1,         1.4,      1,        84.8,    145,         266,    145,         1.7,    145,       790.6,    145,      9857.5,    145
00:00:00 08/10/2016,         2.4,      1,         0.8,      1,        98.4,    145,         227,    145,         1.7,    145,       792.4,    145,      6808.4,    145
00:00:00 09/10/2016,         1.6,      1,        -1.2,      1,       100.0,    145,          90,    145,         1.7,    145,       793.8,    145,      2926.2,    145
00:00:00 10/10/2016,         0.0,      1,        -1.7,      1,        98.5,    145,          85,    145,         2.0,    145,       791.9,    145,      3014.4,    145
00:00:00 11/10/2016,         0.2,      1,        -2.9,      1,        94.8,    145,          47,    145,         1.8,    145,       787.4,    145,      5315.9,    145
00:00:00 12/10/2016,         0.0,      1,        -2.1,      1,        73.4,    145,         264,    145,         1.5,    145,       788.9,    145,     14313.0,    145
00:00:00 13/10/2016,         0.6,      1,        -1.4,      1,        87.6,    145,         270,    145,         1.3,    145,       792.0,    145,      5711.5,    145
00:00:00 14/10/2016,        53.4,      1,         3.2,      1,       100.0,    145,          93,    145,         2.8,    145,       793.5,    145,      1934.2,    145
00:00:00 15/10/2016,         2.2,      1,         4.7,      1,        98.7,    145,          51,    145,         1.8,    145,       794.2,    145,      8322.3,    145
00:00:00 16/10/2016,         0.0,      1,         6.9,      1,        81.8,    145,         270,    145,         1.4,    145,       800.1,    145,     13419.7,    145
00:00:00 17/10/2016,         1.8,      1,         4.9,      1,        92.0,    145,         283,    145,         1.5,    145,       800.9,    145,      6409.0,    145
00:00:00 18/10/2016,         0.0,      1,         3.7,      1,        94.1,    145,         274,    145,         1.3,    145,       797.7,    145,      7739.8,    145
00:00:00 19/10/2016,         8.4,      1,         2.6,      1,        99.0,    145,         258,    145,         1.8,    145,       793.5,    145,      4836.8,    145
00:00:00 20/10/2016,         1.8,      1,        -0.5,      1,        99.9,    145,          89,    145,         2.0,    145,       788.5,    145,      7371.6,    145
00:00:00 21/10/2016,         0.0,      1,        -0.9,      1,        90.4,    145,         275,    145,         1.7,    145,       788.2,    145,     11742.9,    145
00:00:00 22/10/2016,         0.0,      1,        -1.0,      1,        93.4,    145,         257,    145,         1.3,    145,       790.4,    145,      7652.4,    145
00:00:00 23/10/2016,         1.8,      1,         0.0,      1,        96.9,    145,         265,    145,         1.4,    145,       793.2,    145,      2944.5,    145
